I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
52.363617,1.302216,0.118508,0.010428,0.000109,-1.258657,0.118230,0.992983,9.752436,0.000000,0.000000,0.000000
52.370186,1.296898,0.118575,0.014969,0.000224,6.045918,0.118297,0.992975,9.852051,0.000000,0.000000,0.000000
52.351440,1.296083,0.118648,0.010399,0.000108,0.316727,0.118380,0.992968,9.789230,0.000000,0.000000,0.000000
52.387466,1.297436,0.118723,0.008705,0.000076,-6.529490,0.118457,0.992959,9.726410,0.000000,0.000000,0.000000
52.386517,1.297814,0.118848,0.012497,0.000156,3.347971,0.118588,0.992944,9.765897,0.000000,0.000000,0.000000
52.507214,1.296460,0.119174,0.012785,0.000163,-1.874668,0.118913,0.992905,9.782051,0.000000,0.000000,0.000000
52.520996,1.294124,0.119243,0.015880,0.000252,3.018590,0.118961,0.992895,9.784743,0.000000,0.000000,0.000000
52.520397,1.302449,0.119337,0.020941,0.000439,4.235456,0.119054,0.992884,9.751538,0.000000,0.000000,0.000000
52.508827,1.318503,0.119414,0.011552,0.000133,-2.898886,0.119157,0.992875,9.763205,0.000000,0.000000,0.000000
52.540668,1.336255,0.119488,0.016329,0.000267,0.747592,0.119250,0.992864,9.709359,0.000000,0.000000,0.000000
52.494415,1.349591,0.119584,0.013961,0.000195,-1.953843,0.119318,0.992856,9.311794,0.000000,0.000000,0.000000
52.481083,1.354073,0.119624,0.001890,0.000004,-1.289247,0.119339,0.992854,9.561282,0.000000,0.000000,0.000000
52.377995,1.325250,0.119477,-0.016852,0.000284,92.508530,0.119153,0.992876,9.870897,0.000000,0.000000,0.000000
51.997952,1.694767,0.119465,0.083534,0.006978,98.024796,0.118693,0.992886,9.819743,0.000000,0.000000,0.000000
52.259163,1.313867,0.119293,-0.019849,0.000394,-5.165031,0.118961,0.992899,9.959743,0.000000,0.000000,0.000000
52.267891,1.311862,0.119199,-0.006732,0.000045,1.117007,0.118917,0.992905,9.787436,0.000000,0.000000,0.000000
52.322506,1.311629,0.119180,-0.007906,0.000063,-5.236095,0.118898,0.992912,9.848461,0.000000,0.000000,0.000000
52.329361,1.311729,0.119125,0.002746,0.000008,1.132537,0.118844,0.992912,9.701282,0.000000,0.000000,0.000000
52.350475,1.314252,0.119133,-0.006804,0.000046,-3.637445,0.118842,0.992913,9.578333,0.000000,0.000000,0.000000
52.301739,1.312505,0.119108,0.004285,0.000018,2.345887,0.118838,0.992914,9.424871,0.000000,0.000000,0.000000
52.290184,1.335583,0.118956,-0.019016,0.000362,1.787859,0.118641,0.992937,9.522692,0.000000,0.000000,0.000000
52.253407,1.340548,0.118831,-0.022786,0.000519,0.103988,0.118551,0.992954,9.961538,0.000000,0.000000,0.000000
52.291126,1.344463,0.118525,-0.019142,0.000366,2.089472,0.118301,0.992978,9.889744,0.000000,0.000000,0.000000
52.371254,1.363848,0.118505,-0.018944,0.000359,-1.300288,0.118213,0.992988,9.766794,0.000000,0.000000,0.000000
52.390575,1.345651,0.118421,-0.013721,0.000188,-1.291656,0.118145,0.993001,9.699487,0.000000,0.000000,0.000000
52.383785,1.326863,0.118325,-0.006276,0.000039,5.324287,0.118049,0.993008,9.616025,0.000000,0.000000,0.000000
52.363739,1.331029,0.118296,-0.009437,0.000089,-5.519875,0.118020,0.993015,9.941794,0.000000,0.000000,0.000000
52.404415,1.327854,0.118208,-0.005244,0.000028,105.863762,0.117939,0.993021,10.010000,0.000000,0.000000,0.000000
52.325829,1.354481,0.118331,0.008692,0.000076,-91.943474,0.118082,0.993004,9.865513,0.000000,0.000000,0.000000
52.325676,1.364843,0.118396,0.011502,0.000132,96.850899,0.118147,0.992996,9.789230,0.000000,0.000000,0.000000
52.384399,1.374153,0.118483,0.018085,0.000327,2.806224,0.118223,0.992987,9.425769,0.000000,0.000000,0.000000
52.364555,1.444145,0.118598,-0.005425,0.000029,-9.810709,0.118299,0.992978,9.563974,0.000000,0.000000,0.000000
52.217709,1.380267,0.117899,0.000986,0.000001,4.705500,0.117626,0.993057,9.551410,0.000000,0.000000,0.000000
52.239208,1.383369,0.117925,0.001996,0.000004,-3.311607,0.117652,0.993057,9.774872,0.000000,0.000000,0.000000
52.226749,1.386599,0.117886,-0.006410,0.000041,2.941445,0.117613,0.993061,9.618718,0.000000,0.000000,0.000000
